Event,Event_Group,Event_Type,Proposition,Main_Category,Simplified_Page_URL,Count,Event_Type_Count
Other_Action,Refined,Other,other_action (Other Action),C-21.html?gclid=eaiaiqobchmivyeska6u5givqoxvch2l2w-leaayasaaegj5vfd_bwe,c-21,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=cjwkcaiaob3vbraueiwaibs5tmggo_szu11v5evwym50zexocenar18hsvnepg-erzhdapgeufjamhocz98qavd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=cjwkcaiaob3vbraueiwaibs5to075xnesbk9o6wyjiquhs6rkgy-kljymqimu7fq_r2dlloyfnpsehocnjoqavd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=cjwkcaiaxmlvbrbneiwakhr-ncew_umsyuhfwt3-cfzlv5y0ic7rc-anacdsebtz9rs0bos830bz3hocaisqavd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=cjwkcaiaxmlvbrbneiwakhr-ndryfwhhhifqrfnnxksd00xzomppcsnpyts34zyiqupejle1f6ftnhocqjwqavd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nhjrdn5zdhad4bk7mmyz3daaoly2-ofzrfplqqechmebwoga1t23-hoc19iqavd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nkm6q3wx3t_aauoacpdgdarah5aaaqzwiyb2d9j5zj0ckjrjnvhxybocuwsqavd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nmkklscabrjxeawn1lgplql0k0ieyyjpkxidhjmah97xcblrz-qzihocdjiqavd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nmmqnmhk9u6hjvugnwevolpwyrxdwqe9-zyax4t_oitygw36ybqomroch2eqavd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=eaiaiqobchmi2sbk-ekt5givtbttch3ssaiceaayasaaegjemvd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=eaiaiqobchmi8dxgq5mt5givcqaach1q6agaeamyasaaegldu_d_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=eaiaiqobchmi_5ywlz6u5givuuaach2e2wv6eaayasaaegjqz_d_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=eaiaiqobchmi_ou6zkct5givdawach1oqgifeaayasaaegi5_fd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=eaiaiqobchmiu7axgcwt5givx6iach0r6wgveaayasaaegiu5pd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24.html?gclid=eaiaiqobchmix7htjdiu5givyueach0jcaoteaayasaaegifafd_bwe,c-24,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24_273.html,c-24_273,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24_336_23_255.html,c-24_336_23_255,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-24_336_23_256.html,c-24_336_23_256,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-28_288.html,c-28_288,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-33.html?gclid=eaiaiqobchmi0-nk6zmu5givgedtch1pmwzaeamyasaaegkyzpd_bwe,c-33,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-33.html?gclid=eaiaiqobchmi3bp_qzqu5givwedtch3vugfdeaayasaaegjuxvd_bwe,c-33,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-34_112.html,c-34_112,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-34_113.html,c-34_113,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-39_40_143.html,c-39_40_143,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-39_40_146.html,c-39_40_146,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-39_41_149.html,c-39_41_149,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-39_49.html,c-39_49,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-39_54_136.html,c-39_54_136,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-39_55.html,c-39_55,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-66_86.html,c-66_86,1,35061
Other_Action,Refined,Other,other_action (Other Action),C-66_96.html,c-66_96,1,35061
Other_Action,Refined,Other,other_action (Other Action),Harmonogram,harmonogram/sesje_czyszczenie.php,1,35061
Other_Action,Refined,Other,other_action (Other Action),Haslo-przypomnienie.html,haslo-przypomnienie,1,35061
Other_Action,Refined,Other,other_action (Other Action),Kartapdf-126.html,kartapdf-126,1,35061
Other_Action,Refined,Other,other_action (Other Action),Kartapdf-2101.html,kartapdf-2101,1,35061
Other_Action,Refined,Other,other_action (Other Action),Kartapdf-2833.html,kartapdf-2833,1,35061
Other_Action,Refined,Other,other_action (Other Action),Kartapdf-290.html,kartapdf-290,1,35061
Other_Action,Refined,Other,other_action (Other Action),Kartapdf-3658.html,kartapdf-3658,1,35061
Other_Action,Refined,Other,other_action (Other Action),Kartapdf-3997.html,kartapdf-3997,1,35061
Other_Action,Refined,Other,other_action (Other Action),Kartapdf-5436.html,kartapdf-5436,1,35061
Other_Action,Refined,Other,other_action (Other Action),Kartapdf-6764.html,kartapdf-6764,1,35061
Other_Action,Refined,Other,other_action (Other Action),Kartapdf-7227.html,kartapdf-7227,1,35061
Other_Action,Refined,Other,other_action (Other Action),Kartapdf-8285.html,kartapdf-8285,1,35061
Other_Action,Refined,Other,other_action (Other Action),M-169.html,m-169,1,35061
Other_Action,Refined,Other,other_action (Other Action),M-200.html,m-200,1,35061
Other_Action,Refined,Other,other_action (Other Action),M-222.html,m-222,1,35061
Other_Action,Refined,Other,other_action (Other Action),M-23.html,m-23,1,35061
Other_Action,Refined,Other,other_action (Other Action),M-27.html,m-27,1,35061
Other_Action,Refined,Other,other_action (Other Action),M-30.html,m-30,1,35061
Other_Action,Refined,Other,other_action (Other Action),M-73.html,m-73,1,35061
Other_Action,Refined,Other,other_action (Other Action),M-80.html,m-80,1,35061
Other_Action,Refined,Other,other_action (Other Action),Polec-znajomemu-produkt.html,polec-znajomemu-produkt,1,35061
Other_Action,Refined,Other,other_action (Other Action),Wyszukiwanie-query2238.html,wyszukiwanie-query2238,1,35061
Other_Action,Refined,Other,other_action (Other Action),Wyszukiwanie-query945.html,wyszukiwanie-query945,1,35061
Other_Action,Refined,Other,other_action (Other Action),Wyszukiwanie-query971.html,wyszukiwanie-query971,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-faktura-pdf-43097.html,zamowienia-faktura-pdf-43097,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-faktura-pdf-43133.html,zamowienia-faktura-pdf-43133,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-faktura-pdf-43143.html,zamowienia-faktura-pdf-43143,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-faktura-pdf-43151.html,zamowienia-faktura-pdf-43151,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-pdf-43097.html,zamowienia-szczegoly-pdf-43097,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-pdf-43101.html,zamowienia-szczegoly-pdf-43101,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-pdf-43132.html,zamowienia-szczegoly-pdf-43132,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-pdf-43144.html,zamowienia-szczegoly-pdf-43144,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-42474.html,zamowienia-szczegoly-zs-42474,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-42477.html,zamowienia-szczegoly-zs-42477,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-42494.html,zamowienia-szczegoly-zs-42494,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-42581.html,zamowienia-szczegoly-zs-42581,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-42773.html,zamowienia-szczegoly-zs-42773,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-42850.html,zamowienia-szczegoly-zs-42850,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-42944.html,zamowienia-szczegoly-zs-42944,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-42952.html,zamowienia-szczegoly-zs-42952,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43009.html,zamowienia-szczegoly-zs-43009,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43056.html,zamowienia-szczegoly-zs-43056,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43067.html,zamowienia-szczegoly-zs-43067,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43075.html,zamowienia-szczegoly-zs-43075,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43086.html,zamowienia-szczegoly-zs-43086,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43088.html,zamowienia-szczegoly-zs-43088,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43100.html,zamowienia-szczegoly-zs-43100,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43114.html,zamowienia-szczegoly-zs-43114,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43121.html,zamowienia-szczegoly-zs-43121,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43130.html,zamowienia-szczegoly-zs-43130,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43143.html,zamowienia-szczegoly-zs-43143,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zamowienia-szczegoly-zs-43162.html,zamowienia-szczegoly-zs-43162,1,35061
Other_Action,Refined,Other,other_action (Other Action),Zapytanie-o-produkt-produkt.html,zapytanie-o-produkt-produkt,1,35061
Info_Page_View,Basic,View Actions,v^1 & info (Info Page Viewed),Info,inne/informacja_online.php,53702,57717
Product_View,Basic,View Actions,v^1 & product (Product Page Viewed),Product,p-3618,3949,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html (Product Page Viewed),Our-internet-shop-about-us.html,our-internet-shop-about-us,30,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmi49idjzmt5givxcmych0qxa-qeaayasaaeglgavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmi49idjzmt5givxcmych0qxa-qeaayasaaeglgavd_bwe,our-internet-shop-about-us,4,57717
Product_View,Basic,View Actions,v^1 & c-21.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nfuxt-0z6gllzse4mokn_3a2wqr47uuqlz3dc723h5peip-zlnaaphociy4qavd_bwe (Product Page Viewed),C-21.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nfuxt-0z6gllzse4mokn_3a2wqr47uuqlz3dc723h5peip-zlnaaphociy4qavd_bwe,c-21,2,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaob3vbraueiwaibs5tp2c2stpwywsztbcaznxe1plwrcrqlnflfyj0qbwdde9wrio-qoz_xoc8ngqavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaob3vbraueiwaibs5tp2c2stpwywsztbcaznxe1plwrcrqlnflfyj0qbwdde9wrio-qoz_xoc8ngqavd_bwe,our-internet-shop-about-us,2,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-ngtpo_jv4rfod8mpj-bgq_c4aaa_adx6y1pnb8onolku0kbddviu0rociryqavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-ngtpo_jv4rfod8mpj-bgq_c4aaa_adx6y1pnb8onolku0kbddviu0rociryqavd_bwe,our-internet-shop-about-us,2,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nizu4-eeam0a1zkkhi8ult_qqrvxtl470dos-dzvhvalyd6_3-1y7rocktuqavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nizu4-eeam0a1zkkhi8ult_qqrvxtl470dos-dzvhvalyd6_3-1y7rocktuqavd_bwe,our-internet-shop-about-us,2,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-njisqgybjfwt9nknjlxil-fd5j5hdudvvpu5zeffpafh3vx6falacxoc4tcqavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-njisqgybjfwt9nknjlxil-fd5j5hdudvvpu5zeffpafh3vx6falacxoc4tcqavd_bwe,our-internet-shop-about-us,2,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nk230qzekt9k6zxv-54pj259b2eklrr_8njfgc_alk2hlm1qbrpf7hocii8qavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nk230qzekt9k6zxv-54pj259b2eklrr_8njfgc_alk2hlm1qbrpf7hocii8qavd_bwe,our-internet-shop-about-us,2,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nkazxmgawv6uckbndo5oam10og7qa_8ip4rudvfitvaiiplafhwf6xoctpaqavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nkazxmgawv6uckbndo5oam10og7qa_8ip4rudvfitvaiiplafhwf6xoctpaqavd_bwe,our-internet-shop-about-us,2,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmi_4p9q5qt5givtc-ych2d9qreeaayayaaegimhfd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmi_4p9q5qt5givtc-ych2d9qreeaayayaaegimhfd_bwe,our-internet-shop-about-us,2,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmigdzcyiyu5givcqaach1zwq8reaayasaaegim-pd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmigdzcyiyu5givcqaach1zwq8reaayasaaegim-pd_bwe,our-internet-shop-about-us,2,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmimiwropms5givkoiach34qwvjeaayaiaaegkxjpd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmimiwropms5givkoiach34qwvjeaayaiaaegkxjpd_bwe,our-internet-shop-about-us,2,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaob3vbraueiwaibs5truooswp7ebnnsstastv_hbazbvkkmx89k3vqyoiaksdnpxwhjviqhoco2gqavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaob3vbraueiwaibs5truooswp7ebnnsstastv_hbazbvkkmx89k3vqyoiaksdnpxwhjviqhoco2gqavd_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-na90catejcygirubk6nt2p_vosploolktzohu967nhnwe1e-efl_zbocdseqavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-na90catejcygirubk6nt2p_vosploolktzohu967nhnwe1e-efl_zbocdseqavd_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nge9k_9q6mxpdnbzw-ppdcdh9mi-odh8ormqbi9rwcdvjf-fvxdrphoc0ugqavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nge9k_9q6mxpdnbzw-ppdcdh9mi-odh8ormqbi9rwcdvjf-fvxdrphoc0ugqavd_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-ni-_uakkt_afri8f3rznbckoqkdmmhtwmoc3xucg9xhrnqzs6ikqtrocqnqqavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-ni-_uakkt_afri8f3rznbckoqkdmmhtwmoc3xucg9xhrnqzs6ikqtrocqnqqavd_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nipeygr36ol3ovynotdbjhuydjzty93ihgabi6dizmaozghi5tigjhocvzqqavd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=cjwkcaiaxmlvbrbneiwakhr-nipeygr36ol3ovynotdbjhuydjzty93ihgabi6dizmaozghi5tigjhocvzqqavd_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmi-8a9lcet5givguiach3thae-eaayasaaegkawfd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmi-8a9lcet5givguiach3thae-eaayasaaegkawfd_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmi0ogavpau5givdeaach3ada6qeaayasaaeglyrvd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmi0ogavpau5givdeaach3ada6qeaayasaaeglyrvd_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmi1oxaul-u5givckqach2ntwimeaayasaaeglag_d_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmi1oxaul-u5givckqach2ntwimeaayasaaeglag_d_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmi3yt12skt5givjogych0wuafeeaayasaaeglrafd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmi3yt12skt5givjogych0wuafeeaayasaaeglrafd_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmigjvg47iu5givtqmach1igg-reaayayaaeglnzpd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmigjvg47iu5givtqmach1igg-reaayayaaeglnzpd_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmirtz57n-t5givgaaach2qvwzbeaayasaaegj4k_d_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmirtz57n-t5givgaaach2qvwzbeaayasaaegj4k_d_bwe,our-internet-shop-about-us,1,57717
Product_View,Basic,View Actions,v^1 & our-internet-shop-about-us.html?gclid=eaiaiqobchmits7wh8gu5giv06sach2hlwwkeaayasaaegirifd_bwe (Product Page Viewed),Our-internet-shop-about-us.html?gclid=eaiaiqobchmits7wh8gu5giv06sach2hlwwkeaayasaaegirifd_bwe,our-internet-shop-about-us,1,57717
